question,contexts,answer,ground_truth,context_precision,context_recall,latency,tokens
What are some common cliches associated with the portrayal of a retired hit-man in Hollywood films?,"[': 13\nReview: ... slaughtering a line from the superior ""Princess Bride"". It\'s a shame that Keanu Reeves is supposed to be one of the nicest guys to work\nwith in Hollywood, because this film is a mess. We should stop asking Hollywood to come up with original ideas, because when they do, this is the result. 101 minutes of cliched action that checks all of the boxes - retired hit-man coming out of retirement, a boy and his dog, the perfect wife who is conveniently dead, stolen cars, Russian mobsters, a spoiled son who doesn\'t have half the restraint and judgment of dad precisely because dad spoiled him, and lots of blood.']","Some common cliches associated with the portrayal of a retired hit-man in Hollywood films include the retired hit-man coming out of retirement, a boy and his dog, the perfect wife who is conveniently dead, stolen cars, Russian mobsters, a spoiled son who doesn't have half the restraint and judgment of dad precisely because dad spoiled him, and lots of blood.",The answer to given question is not present in context,0.9999999999,1.0,1.0291187763214111,418
What are some examples of classic international films that are similar to JOHN WICK as a pulse-pounding thriller?,"["": 11\nReview: JOHN WICK is a rare example of Hollywood getting things spot-on when it comes to creating the near-perfect action film. JOHN WICK is a relentless, pulse-pounding thriller that has plenty of similarity to the Liam Neeson classic TAKEN, albeit with a more simplistic (and also more emotionally intense) plot line. This is the kind of lean, pared-down film-making that's all about intensity and momentum. It sits well with classic international fare like POINT BLANK, SLEEPLESS NIGHT, MEA CULPA, THE MAN FROM NOWHERE, and THE RAID films.""]","Some examples of classic international films similar to JOHN WICK as a pulse-pounding thriller include POINT BLANK, SLEEPLESS NIGHT, MEA CULPA, THE MAN FROM NOWHERE, and THE RAID films.","Some examples of classic international films similar to JOHN WICK as a pulse-pounding thriller include POINT BLANK, SLEEPLESS NIGHT, MEA CULPA, THE MAN FROM NOWHERE, and THE RAID films.",0.9999999999,1.0,0.878835916519165,360
What are some key differences between the original John Wick movie and its sequel?,"[': 21\nReview: Wow, this is one of the best action movies that I have seen in quite some time. It is really what I was hoping for in a good old fashion action movie that was done entirely on hand to hand combat and gun shootings. This is a wonderful kick-ass movie where the killings were done so brutally with lots of bloody scenes. It also kind of remind me of the various one man army movies in the 80s played by Sylvester Stallone or Arnold Schwarzenegger. If you have seen John Wick the original (which I hope you have seen it before you see this one), then you will be amazed with this sequel. It was bloodier, more fighting, more assassins trying to kill John and longer running time. What I can say is this is an even better version than the original movie. Although in term of story, there is a bit of a more complexity in the sequel as opposed to the simplicity of the original movie.']","Some key differences between the original John Wick movie and its sequel, as mentioned in the context, include:

1. The sequel is bloodier with more brutal killings and bloody scenes.
2. There is more hand-to-hand combat and gun shootings in the sequel.
3. The sequel has more fighting and more assassins trying to kill John Wick.
4. The sequel has a longer running time compared to the original.
5. The sequel has a bit more complexity in the story compared to the simplicity of the original movie.",The answer to given question is not present in context,0.9999999999,1.0,1.445486068725586,487
What causes the lack of depth in successful crime action thrillers?,"[': 17\nReview: There are actually quite a handful reasons why ""John Wick"" could have become a failure. The two directors have never made a film before and almost exclusively worked in the stunt department so far. The writer is not exactly experienced either. Lead actor Keanu Reeves usually scores more through boyish charm than through realistic portrayal of gritty badass characters. And the genre of crime action thrillers rarely delivers in terms of real significance. Still it became a very good film. The main reason for that is probably that it does not attempt to be anything of great cinematic value, does not try to teach groundbreaking stories on moral, loyalty or betrayal. Instead, Derek Kolstad\'s script goes for a gutsy revenge thriller that is not even hurt by its occasional predictability.']","The lack of depth in successful crime action thrillers can be attributed to the genre rarely delivering in terms of real significance, as mentioned in the context provided. It is suggested that these movies often focus more on entertainment value and thrilling action sequences rather than profound themes or complex character development.",The lack of depth in successful crime action thrillers can be attributed to the genre rarely delivering in terms of real significance. These films often focus on entertainment value rather than exploring complex themes or moral dilemmas.,0.9999999999,0.5,0.9819939136505127,401
"What common elements are found in Hollywood films about retired hit-men, like a protagonist returning to action, a tragic past with a deceased spouse, and clashes with Russian mobsters?","[': 13\nReview: ... slaughtering a line from the superior ""Princess Bride"". It\'s a shame that Keanu Reeves is supposed to be one of the nicest guys to work\nwith in Hollywood, because this film is a mess. We should stop asking Hollywood to come up with original ideas, because when they do, this is the result. 101 minutes of cliched action that checks all of the boxes - retired hit-man coming out of retirement, a boy and his dog, the perfect wife who is conveniently dead, stolen cars, Russian mobsters, a spoiled son who doesn\'t have half the restraint and judgment of dad precisely because dad spoiled him, and lots of blood.']","Common elements found in Hollywood films about retired hit-men include a protagonist returning to action, a tragic past involving a deceased spouse, and clashes with Russian mobsters.","Common elements found in Hollywood films about retired hit-men include a protagonist returning to action, a tragic past involving a deceased spouse, clashes with Russian mobsters, stolen cars, a spoiled son of a mobster, and a significant amount of violence and bloodshed.",0.9999999999,1.0,0.729771614074707,394
What does John Wick: Chapter 3 - Parabellum continue to explore in terms of the world of assassination?,"["": 24\nReview: John Wick: Chapter 3 - Parabellum is quite literally about consequences, dealing with the fallout of John's actions at the end of the previous film and sending him on an even bigger odyssey of violence that continues to explore this world of assassination and deliver beautifully clean action sequences.""
 ': 11\nReview: The overrated ""John Wick: Chapter 3 - Parabellum"" is an action film that gives the sensation of watching a boring videogame. The plot is only John Wick running and killing the assassins that want the 14 million dollar award for his head. After the initial original deaths, the film becomes tiresome, boring and repetitive. My vote is three.']",John Wick: Chapter 3 - Parabellum continues to explore the world of assassination and deals with the consequences of John's actions from the previous film. It sends him on a bigger odyssey of violence and delivers beautifully clean action sequences.,"John Wick: Chapter 3 - Parabellum continues to explore the world of assassination, delving into the consequences of John's actions and delivering beautifully clean action sequences.",0.9999999999,1.0,1.1632401943206787,516
What does the Russian gangster do to protect his son from John Wick in the movie?,"["": 10\nReview: Wow what a great surprise this was. I was told by a friend this was good but it's been awhile since I liked a Keanu movie so I was hesitant to try it. Retired hit-man John Wick (Keanu Reeves) loses his wife to cancer. After her funeral he receives a puppy she left him. A few days later some thugs, led by the son of a Russian gangster John used to work for, break into John's house. They beat him up, take the keys to his beloved car, and kill the puppy. They did this not knowing who he was; they just wanted the car. Now John Wick is out for revenge and the Russian gangster is trying to save his son's life by sending killers after John.""
 "": 18\nReview: When the story begins, John (Keanu Reeves) has just lost his wife. After her death, he's a bit lost but tries to rebuild his life. One day, he's getting gas and a young Russian-American punk notices Wick's classic car...and tries to buy it off him. But Wick isn't interested and declines. Soon, the punk arrives at Wick's home with some goons where they surprise him--beating him senseless, destroying his stuff, killing his dog and stealing his car! This is when you then learn that Wick is a super-assassin....and the punk chose the wrong guy to attack. The jerk's father is a big-time Russian mobster....and it's a contest to see who will win...the mobster and his gang or Wick on his own. Considering there are (so far) two MORE John Wick films, it pretty much seems certain who will win this battle.""]",The Russian gangster sends killers after John Wick to protect his son.,The Russian gangster tries to save his son's life by sending killers after John Wick in the movie.,0.99999999995,1.0,0.6341092586517334,677
"What drives John Wick to take on the Russian Mafia in the movie, given his background and the criminal world shown?","["": 20\nReview: After resolving his issues with the Russian mafia, John Wick (Keanu Reeves) returns home. But soon the mobster Santino D'Antonio (Riccardo Scamarcio) visits him to show Wick's marker and tells that he needs to help. John Wicks refuses since he is retired and Santino blows-up his house. John Wick meets the owner of the Continental hotel in New York City, Winston (Ian McShane), and he tells that Wick cannot violate the Mafia rules and shall honor the marker. Santino asks John Wick to kill his sister Gianna D'Antonio (Claudia Gerini) in Rome so that he can sit on the High Table of the criminal organizations. When John Wicks accomplishes his assignment, Santino puts a seven-million dollar contract on him attracting professional killers from everywhere. But Wick promises to kill Santino that is not protected by his marker anymore.""]","John Wick is driven to take on the Russian Mafia in the movie because after refusing a request from Santino D'Antonio, a mobster, his house is blown up. Additionally, Wick is bound by Mafia rules and honor to fulfill the marker given to him by Santino.","John Wick is driven to take on the Russian Mafia in the movie after they steal his peace by killing his dog, a final gift from his deceased wife. This act of cruelty reignites his past as a skilled assassin and propels him into a one-man war against the criminal underworld that took everything from him.",0.0,0.0,1.0285346508026123,444
What impact did the movie John Wick have on the action genre and Keanu Reeves' career?,"["": 17\nReview: Stuntman turned writer/director Chad Stahelski struck gold with his 2014 surprise hit John Wick. It was somewhat of a comeback for the legendary Keanu Reeves and reinvigorated the action genre. Since then it's become THE action juggernaut franchise. Now we are on number 4 and while usually things get redone with that amount of sequels, this film innovates and thrills to new heights in an absolute epic.""
 "": 18\nReview: Ever since the original John Wick, the franchise has set a standard of what action in Hollywood should be. Thanks to Chad Stahelski and Keanu Reeve's knowledge of the technical aspects of shooting action, they've been able to deliver expertly choreographed, shot, and edited action films that are now the go to as examples of great action filmmaking. And so, the expectations for the fourth film were fairly high, especially as it became more apparent this was not only the culmination of everything before it, but a whopping 169 minutes long. Rest assured, however, that it delivers in spades. Everything we have come to know and love is here, but with an infusion of creativity like we haven't seen from the franchise yet.""]",The movie John Wick had a significant impact on the action genre and Keanu Reeves' career by reinvigorating the action genre and solidifying itself as one of the best action franchises. It showcased Keanu Reeves in a new light and contributed to his resurgence in the industry.,"John Wick had a significant impact on the action genre, revitalizing it and establishing itself as a juggernaut franchise. It also served as a comeback for Keanu Reeves, reinvigorating his career in the industry.",0.99999999995,1.0,0.9700727462768555,661
What is Keanu Reeves' role in the film John Wick?,"["": 19\nReview: If you've seen the first John Wick movie, you know that Keanu Reeves is John Wick, a retired assassin who comes out of retirement when someone kills his dog. In this one, which begins a week later, matters are still reverberating, and some one has stolen his car, which calls for a lot of carnage. That settled, John is called on to pay off an old debt by helping Ian McShane take over the Assassin's Guild by flying around to Italy, Canada and Manhattan and killing what seems like hundreds of assassins.""
 ': 14\nReview: Keanu Reeve is John Wick. He\'s a deadly and unstoppable hit-man, and it shows. ""John Wick"" is short and to the point, but so much fun. At 1 hour and 36 minutes running time, there is never a dull moment in what may be one of the best action films of the year.'
 "": 0\nReview: The best way I can describe John Wick is to picture Taken but instead of Liam Neeson it's Keanu Reeves and instead of his daughter it's his dog. That's essentially the plot of the movie. John Wick (Reeves) is out to seek revenge on the people who took something he loved from him. It's a beautifully simple premise for an action movie - when action movies get convoluted, they get bad i.e. A Good Day to Die Hard. John Wick gives the viewers what they want: Awesome action, stylish stunts, kinetic chaos, and a relatable hero to tie it all together. John Wick succeeds in its simplicity.""]",Keanu Reeves plays the role of John Wick in the film John Wick.,"Keanu Reeves plays the main character in the film John Wick, portraying a former hitman seeking revenge for the death of his dog.",0.9999999999666667,1.0,0.6607232093811035,785
What is a notable aspect of the action sequences in John Wick: Chapter 3 - Parabellum?,"["": 13\nReview: Following on from two deliriously entertaining, visually gorgeous and blissfully simplistic thrillers, John Wick: Chapter 3 - Parabellum keeps up the franchise's unique appeal in stunning fashion. Complete with electrifying action, beautiful cinematography, a pulsating score and a great sense of humour, the film is pretty much as purely joyful as action thrillers get, and proves two hours of brilliant entertainment.""
 "": 1\nReview: I'm a fan of the John Wick films. The action sequences are of the highest order and there is quite a bit that feels unique in each action scene. By half way through JW3I started to long for a plot line or a human relationship. There needs to be more to a movie than just fighting.""]",A notable aspect of the action sequences in John Wick: Chapter 3 - Parabellum is that they are of the highest order and feel unique in each scene.,"The action sequences in John Wick: Chapter 3 - Parabellum are beautifully clean and well-executed, showcasing the consequences of John's actions and further exploring the world of assassination.",0.99999999995,0.0,0.7560784816741943,514
"What is the genre and main actor of the film ""John Wick""?","["": 5\nReview: Ultra-violent first entry with lots of killings, thrills , noisy action , suspense , and crossfire . In this original John Wick (2014) , an ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took everything from him . With the untimely death of his beloved wife still bitter in his mouth he seeks for vengeance . But when an arrogant Russian mob prince and hoodlums steal his car and kill his dog , they are fully aware of his lethal capacity. The Bogeyman will find himself dragged into an impossible task as every killer in the business dreams of cornering the legendary Wick who now has an enormous price on his head . In this first installment John Wick , blind with revenge, and for his salvation John will immediately unleash a carefully orchestrated maelstrom of destruction against those attempt to chase him and with a price tag on his head, as he is the target of hit men : an army of bounty-hunting killers on his trail and a murderer woman everywhere . The legendary hitman will be forced to unearth his meticulously concealed identity and to carry out a relentless vendetta . Now, only blood can quench the boogeyman's thirst for retribution . Don't Set Him Off! . John Wick isn't the Boogeyman... He's the guy you send to kill the doomed Boogeyman. Revenge is all he has left. You want peace, prepare for war . Don't Hunt What You Can't Kill. Tick Tock, Mr. Wick. Everyone Is Waiting. For John Wick . Every Action Has Consequences. This Friday, Wick is Back . Its the World Vs. Wick. Every Action Has Consequences.""
 "": 7\nReview: John Wick (2014) is the best revenge flick from Keanu Reeves of 2014 from The Matrix (1999) to John Wick (2014) another action fast paced, Entertaining slick action packed film, which kind I have never seen before. It is a very fun, straightforward action movie with an 80's sensibility. It's nice to see Keanu doing these types of roles again. It is one of my personal favorite Keanu Reeves movies. Keanu Reeves is a bad ass what a great action packed blood packed film. Movies should really learn from this on how to make a decent action film, especially with the crap we are getting today like escape plan bullet to the head and such. This film to me is the greatest action film to come out in this century. Keanu was phenomenal the action was so fast paced and exciting my jaw literally dropped as Keanu took out all the bad guys! I personally think this film is better then all Taken films combined. It was simply brilliant, it was made for 20 million dollars and I am glad it made 40 million in the US. I think this film deserved to make 100 million!""]","The genre of the film ""John Wick"" is action, and the main actor is Keanu Reeves.","The genre of the film 'John Wick' is action, and the main actor is Keanu Reeves.",0.99999999995,1.0,0.6670241355895996,947
What is the premise of the movie John Wick?,"["": 0\nReview: The best way I can describe John Wick is to picture Taken but instead of Liam Neeson it's Keanu Reeves and instead of his daughter it's his dog. That's essentially the plot of the movie. John Wick (Reeves) is out to seek revenge on the people who took something he loved from him. It's a beautifully simple premise for an action movie - when action movies get convoluted, they get bad i.e. A Good Day to Die Hard. John Wick gives the viewers what they want: Awesome action, stylish stunts, kinetic chaos, and a relatable hero to tie it all together. John Wick succeeds in its simplicity.""]","The premise of the movie John Wick is about a man named John Wick seeking revenge on the people who took something he loved from him, which in this case is his dog. It is a simple yet effective plot for an action movie.","John Wick is about a man seeking revenge on those who took something he loved from him, following a beautifully simple premise for an action movie. The film delivers awesome action, stylish stunts, kinetic chaos, and a relatable hero.",0.9999999999,1.0,0.9712629318237305,374
What makes John Wick praised for coordination and depth?,"[': 3\nReview: John wick has a very simple revenge story. It can be summarized as ""Keanu gets angry and shoots bad guys"" but what makes it special? Directed by Chad Stahelski who\'s a stunt specialist boy does it show because the main selling point in the film are some real virtuoso action sequences, well made choreographies. Unlike today\'s action movies, it doesn\'t use quick-cuts or shaky cameras actually see what\'s going on.'
 "": 8\nReview: It's hard to find anything bad to say about John Wick. The action is beautifully choreographed, the setup is surprisingly emotional for an action flick, and Keanu.... What more is there to say? If you love action or even just like it you will be in for the ride of your life.""]","John Wick is praised for its coordination and depth because of the well-made choreographies and real virtuoso action sequences in the film. The director, Chad Stahelski, who is a stunt specialist, brings a unique touch to the action scenes by avoiding quick-cuts and shaky cameras, allowing the audience to see clearly what is happening on screen.","John Wick is praised for its beautifully choreographed action sequences and surprisingly emotional setup, making it stand out in the action genre. Keanu Reeves' performance also adds to the depth of the film. If you enjoy action movies, John Wick offers a thrilling experience.",0.99999999995,0.3333333333333333,1.0754430294036865,552
